LoanID,Product,CustomerGender,Location,Region,TotalPrice,StartDate,TimeOfLoan,Deposit,LoanStatus
339,Product B,Female,Location 21,Region 1,16300,28/07/2018,22:25:10,2200,Active
340,Product C,Male,Location 30,Region 3,15300,09/02/2017,12:36:06,1000,Active
341,Product A,Male,Location 258,Region 1,19950,30/06/2020,13:06:45,2200,Active
342,Product A,Male,Location 204,Region 3,21950,22/05/2019,22:26:37,5000,Active
343,Product A,Female,Location 124,Region 6,21950,27/12/2019,13:59:29,5000,Active
344,Product B,NotSpecified,Location 62,Region 6,16300,06/12/2018,05:30:58,2200,Active
345,Product A,Male,Location 168,Region 2,21950,10/03/2020,12:50:36,5000,Active
346,Product D,Male,Location 35,Region 13,19950,13/10/2017,19:48:39,2200,Active
347,Product B,Female,Location 89,Region 6,16300,31/12/2018,21:42:37,2200,Active
348,Product A,Male,Location 296,Region 3,21950,20/06/2020,04:56:28,5000,Active
349,Product A,Male,Location 17,Region 1,18950,12/11/2019,23:39:32,1000,Active
350,Product B,Male,Location 144,Region 1,16300,20/10/2018,01:40:43,2200,Active
351,Product B,Male,Location 111,Region 6,16300,30/01/2019,04:29:44,2200,Active
352,Product C,Male,Location 30,Region 2,15300,27/08/2016,05:29:27,1000,Active
353,Product A,Female,Location 111,Region 7,18950,21/11/2019,16:10:32,1000,Active
354,Product B,Male,Location 29,Region 1,16300,14/12/2018,21:05:21,2200,Active
355,Product A,NotSpecified,Location 6,Region 6,19950,13/12/2019,01:48:53,2200,Active
356,Product B,Female,Location 136,Region 3,16300,24/01/2019,00:53:21,2200,Active
357,Product A,Male,Location 91,Region 6,21950,05/06/2020,18:28:30,5000,Active
358,Product B,Female,Location 86,Region 3,16300,29/03/2019,22:51:15,2200,Active
359,Product C,Female,Location 23,Region 6,15300,04/12/2016,04:33:00,1000,Active
360,Product A,Male,Location 91,Region 6,19950,18/07/2020,12:30:03,2200,Active
361,Product A,Male,Location 88,Region 7,21950,09/12/2019,01:39:14,5000,Active
362,Product D,Female,Location 28,Region 6,19950,19/12/2017,21:29:35,2200,Active
363,Product B,Female,Location 86,Region 4,16300,06/05/2019,11:16:19,2200,Active
364,Product A,Male,Location 91,Region 6,21950,08/09/2019,15:51:41,5000,Active
365,Product B,Female,Location 25,Region 2,16300,29/03/2018,18:43:04,2200,Active
366,Product B,NotSpecified,Location 45,Region 2,16300,11/12/2018,02:12:30,2200,Active
367,Product B,Female,Location 49,Region 2,16300,14/03/2018,07:38:10,2200,Active
368,Product D,Female,Location 39,Region 6,19950,27/10/2017,08:51:28,2200,Active
369,Product B,Female,Location 111,Region 2,16300,29/03/2018,08:14:53,2200,Active
370,Product B,Female,Location 17,Region 6,16300,25/04/2018,05:32:40,2200,Active
371,Product B,Male,Location 153,Region 6,16300,03/04/2018,10:17:48,2200,Active
372,Product A,Female,Location 188,Region 14,18950,08/04/2020,19:36:25,1000,Active
373,Product D,Female,Location 99,Region 2,19950,21/09/2017,01:32:09,2200,
374,Product B,Female,Location 25,Region 2,16300,20/04/2019,07:07:10,2200,Active
375,Product B,Female,Location 9,Region 7,16300,29/03/2019,10:27:26,2200,Active
376,Product A,Male,Location 132,Region 1,21950,04/07/2019,05:20:29,5000,Active
377,Product A,Female,Location 22,Region 2,18950,14/03/2020,09:54:41,1000,Active
378,Product A,Female,Location 427,Region 2,21950,22/04/2020,06:51:57,5000,Active
379,Product B,Female,Location 17,Region 2,16300,05/12/2018,04:21:18,2200,Active
380,Product A,Female,Location 118,Region 3,18950,09/01/2020,23:10:18,1000,Active
381,Product A,Male,Location 161,Region 3,,22/04/2020,13:23:53,1000,Active
382,Product A,Male,Location 460,Region 4,19950,25/01/2020,15:22:10,2200,Active
383,Product A,Male,Location 45,Region 3,20450,27/09/2019,04:54:42,3000,Active
384,Product B,Male,Location 87,Region 10,16300,21/04/2018,08:31:11,2200,Active
385,Product B,Male,Location 21,Region 5,16300,07/10/2018,14:03:10,2200,Active
386,Product B,Female,Location 127,Region 6,16300,14/03/2018,19:16:17,2200,Active
387,Product B,Female,Location 145,Region 6,16300,21/08/2018,07:43:15,2200,Active
388,Product A,Male,Location 69,Region 3,19950,22/07/2020,13:33:16,2200,Active
389,Product B,Female,Location 30,Region 1,16300,20/02/2019,07:16:01,2200,Active
390,Product A,Male,Location 49,Region 6,21950,10/06/2020,20:25:08,5000,Active
391,Product C,NotSpecified,Location 91,Region 6,15300,06/12/2016,03:03:15,1000,
392,Product B,Male,Location 61,Region 6,16300,14/07/2018,14:24:52,2200,
393,Product B,Male,Location 159,Region 3,16300,12/05/2018,21:14:38,2200,
394,Product C,Male,Location 118,Region 4,15300,15/12/2016,04:08:07,1000,
395,Product B,Female,Location 13,Region 2,16300,02/03/2019,21:04:20,2200,
396,Product C,Female,Location 84,Region 5,15300,21/10/2016,07:19:27,1000,
397,Product A,Male,Location 30,Region 6,18950,15/11/2019,23:12:22,1000,
398,Product A,Female,Location 111,Region 1,19950,21/07/2020,02:48:13,2200,Active
399,Product B,Male,Location 154,Region 4,16300,08/04/2018,16:02:13,2200,Active
400,Product B,Female,Location 175,Region 6,16300,25/06/2018,22:43:18,2200,Active
401,Product B,Male,Location 120,Region 3,16300,07/10/2018,00:48:29,2200,Active
402,Product B,Female,Location 60,Region 7,16300,07/02/2019,07:38:51,2200,Active
403,Product C,Male,Location 64,Region 2,15300,15/10/2016,08:01:43,1000,Active
404,Product B,Female,Location 52,Region 2,16300,05/05/2018,08:35:14,2200,Active
405,Product A,Female,Location 3,Region 1,18950,29/04/2020,14:12:15,1000,Active
406,Product B,NotSpecified,Location 82,Region 5,16300,24/02/2018,14:54:20,2200,Active
407,Product D,Male,Location 152,Region 3,19950,03/06/2017,07:54:29,2200,Active
408,Product A,NotSpecified,Location 60,Region 3,19950,06/01/2020,15:40:25,2200,Active
409,Product F,Male,Location 73,Region 6,68925,26/02/2020,00:45:22,8000,Active
410,Product C,Male,Location 142,Region 2,15300,17/09/2016,19:37:17,1000,Active
411,Product B,NotSpecified,Location 39,Region 6,16300,07/03/2018,11:35:59,2200,Active
412,Product B,Male,Location 21,Region 6,16300,23/11/2018,22:51:51,2200,Active
413,Product B,NotSpecified,Location 74,Region 1,16300,01/08/2018,11:18:10,2200,
414,Product C,Female,Location 56,Region 6,15300,18/03/2017,20:04:22,1000,Active
415,Product A,NotSpecified,Location 282,Region 2,21950,01/06/2020,23:10:36,5000,Active
416,Product A,NotSpecified,Location 113,Region 6,21950,24/07/2019,05:23:20,5000,Active
417,Product A,NotSpecified,Location 38,Region 6,18950,06/03/2020,09:57:49,1000,Active
418,Product A,Female,Location 566,Region 6,21950,27/08/2019,08:13:25,5000,Active
419,Product B,Male,Location 365,Region 3,16300,02/08/2018,23:06:08,2200,Active
420,Product D,Male,Location 353,Region 7,19950,16/06/2017,00:45:01,2200,Active
421,Product E,Male,Location 66,Region 1,54325,23/02/2020,01:15:18,8000,Active
422,Product B,Male,Location 48,Region 6,16300,09/08/2018,03:16:33,2200,Active
423,Product D,Male,Location 108,Region 3,19950,18/10/2017,10:55:50,2200,Active
424,Product B,Male,Location 94,Region 4,16300,28/04/2019,07:04:26,2200,Active
425,Product A,Female,Location 61,Region 3,18950,13/11/2019,08:58:34,1000,Active
426,Product C,Female,Location 45,Region 6,15300,25/10/2016,19:24:29,1000,Active
427,Product A,Male,Location 34,Region 6,18950,23/05/2020,06:36:09,1000,Active
428,Product B,Male,Location 26,Region 2,16300,03/03/2019,09:52:36,2200,Active
429,Product B,NotSpecified,Location 2,Region 1,16300,28/03/2018,14:17:34,2200,Active
430,Product A,Male,Location 62,Region 6,18950,05/01/2020,22:25:10,1000,Active
431,Product A,Female,Location 3,Region 2,,16/01/2020,12:36:06,1000,Active
432,Product A,NotSpecified,Location 29,Region 7,21950,21/04/2020,13:06:45,5000,Active
433,Product C,Male,Location 88,Region 13,13475,27/04/2018,22:26:37,1000,Active
434,Product C,Male,Location 34,Region 2,15300,24/07/2016,13:59:29,1000,Active
435,Product A,Female,Location 18,Region 2,21950,25/07/2019,05:30:58,5000,Active
436,Product A,Male,Location 214,Region 3,18950,28/10/2019,12:50:36,1000,Active
437,Product A,Male,Location 13,Region 1,21950,04/06/2019,19:48:39,5000,Active
438,Product A,Male,Location 84,Region 3,19950,10/12/2019,21:42:37,2200,Active
439,Product B,Female,Location 89,Region 6,16300,08/09/2018,04:56:28,2200,Active
440,Product D,Male,Location 22,Region 2,19950,30/08/2017,23:39:32,2200,Active
441,Product B,Male,Location 323,Region 2,16300,11/07/2018,01:40:43,2200,Active
442,Product A,Female,Location 473,Region 6,21950,22/04/2020,04:29:44,5000,Active
443,Product E,Female,Location 206,Region 6,54325,02/06/2020,05:29:27,8000,Active
444,Product C,Male,Location 57,Region 13,13475,03/03/2018,16:10:32,1000,Active
445,Product A,Female,Location 30,Region 6,21950,31/07/2019,21:05:21,5000,Active
446,Product C,Female,Location 9,Region 2,15300,23/10/2016,01:48:53,1000,Active
447,Product B,Male,Location 19,Region 2,16300,05/03/2019,00:53:21,2200,Active
448,Product A,Male,Location 68,Region 3,19950,07/07/2020,18:28:30,2200,Active
449,Product A,Male,Location 37,Region 3,18950,21/03/2020,22:51:15,1000,Active
450,Product B,Female,Location 61,Region 6,16300,13/04/2019,04:33:00,2200,Active
451,Product B,NotSpecified,Location 44,Region 6,16300,11/03/2018,12:30:03,2200,Active
452,Product C,Male,Location 32,Region 9,15300,31/08/2016,01:39:14,1000,Active
453,Product A,Female,Location 22,Region 6,19950,03/07/2020,21:29:35,2200,
454,Product B,Female,Location 145,Region 3,16300,01/05/2019,11:16:19,2200,Active
455,Product B,Female,Location 9,Region 7,16300,05/06/2018,15:51:41,2200,Active
456,Product B,Female,Location 30,Region 1,16300,14/05/2019,22:51:51,2200,Active
457,Product B,Male,Location 44,Region 6,16300,24/12/2018,11:18:10,2200,Active
458,Product A,Male,Location 62,Region 6,21950,24/05/2020,20:04:22,5000,Active
459,Product B,Female,Location 60,Region 3,16300,19/06/2018,23:10:36,2200,Active
460,Product B,Male,Location 4,Region 3,16300,20/04/2018,05:23:20,2200,Active
461,Product B,Male,Location 6,Region 6,16300,31/12/2018,09:57:49,2200,Active
462,Product A,Male,Location 73,Region 6,21950,27/08/2019,08:13:25,5000,Active
463,Product B,Male,Location 69,Region 6,16300,08/03/2019,23:06:08,2200,Active
464,Product B,Male,Location 166,Region 1,16300,22/05/2018,00:45:01,2200,Active
465,Product A,Male,Location 87,Region 6,18950,29/10/2019,01:15:18,1000,Active
466,Product D,Male,Location 1,Region 5,19950,27/04/2017,03:16:33,2200,Active
467,Product D,Male,Location 227,Region 6,19950,20/05/2017,10:55:50,2200,Active
468,Product D,Male,Location 70,Region 15,19950,20/10/2017,07:04:26,2200,Active
469,Product A,Female,Location 79,Region 1,19950,02/07/2020,08:58:34,2200,Active
470,Product B,Male,Location 4,Region 1,16300,18/07/2018,19:24:29,2200,Active
471,Product B,Female,Location 296,Region 1,,24/11/2018,06:36:09,2200,Active
472,Product A,Male,Location 94,Region 4,19950,26/07/2020,09:52:36,2200,Active
473,Product A,Female,Location 642,Region 3,18950,13/01/2020,14:17:34,1000,Active
474,Product B,Female,Location 3,Region 2,16300,17/07/2018,22:25:10,2200,Active
475,Product D,Female,Location 105,Region 6,19950,14/05/2017,12:36:06,2200,Active
476,Product B,Male,Location 91,Region 3,16300,11/05/2019,13:06:45,2200,Active
477,Product B,NotSpecified,Location 644,Region 6,16300,23/04/2019,22:26:37,2200,Active
478,Product A,Female,Location 11,Region 2,18950,13/05/2020,13:59:29,1000,Active
479,Product B,Female,Location 547,Region 1,16300,15/12/2018,05:30:58,2200,Active
480,Product B,NotSpecified,Location 84,Region 3,16300,25/02/2019,12:50:36,2200,Active
481,Product A,Female,Location 61,Region 2,21950,27/06/2019,19:48:39,5000,Active
482,Product B,Female,Location 637,Region 2,16300,05/08/2018,21:42:37,2200,Active
483,Product A,Male,Location 97,Region 6,18950,27/10/2019,04:56:28,1000,Blocked
484,Product B,Male,Location 46,Region 6,16300,24/04/2019,23:39:32,2200,Blocked
485,Product D,Male,Location 59,Region 10,19950,15/10/2017,01:40:43,2200,Blocked
486,Product B,Male,Location 574,Region 2,16300,29/03/2018,04:29:44,2200,Blocked
487,Product B,NotSpecified,Location 26,Region 1,16300,24/05/2018,05:29:27,2200,Blocked
488,Product A,Male,Location 49,Region 3,18950,12/02/2020,16:10:32,1000,Blocked
489,Product D,Female,Location 39,Region 6,16300,11/02/2018,21:05:21,2200,Blocked
490,Product A,Male,Location 20,Region 1,18950,15/03/2020,01:48:53,1000,Blocked
491,Product A,Male,Location 529,Region 6,19950,21/11/2019,00:53:21,2200,Blocked
492,Product B,NotSpecified,Location 554,Region 6,16300,19/01/2019,18:28:30,2200,Blocked
493,Product B,Male,Location 323,Region 2,16300,11/05/2019,22:51:15,2200,
494,Product A,Male,Location 108,Region 3,18950,27/11/2019,04:33:00,1000,Blocked
495,Product C,Male,Location 59,Region 2,15300,11/12/2016,12:30:03,1000,Blocked
496,Product C,Male,Location 114,Region 6,15300,02/06/2016,01:39:14,1000,Finished Payment
497,Product C,Male,Location 19,Region 6,15300,10/11/2016,21:29:35,1000,Finished Payment
498,Product B,Female,Location 48,Region 6,16300,08/09/2018,11:16:19,2200,Finished Payment
499,Product D,Female,Location 275,Region 3,19950,09/11/2017,15:51:41,2200,Finished Payment
500,Product D,Male,Location 27,Region 3,19950,24/08/2017,22:51:51,2200,Finished Payment
501,Product C,Male,Location 218,Region 6,15300,12/08/2016,11:18:10,1000,Finished Payment
502,Product C,Male,Location 17,Region 6,15300,01/10/2016,20:04:22,1000,Finished Payment
503,Product B,Male,Location 589,Region 4,16300,07/04/2018,23:10:36,2200,Finished Payment
504,Product C,Male,Location 66,Region 3,15300,04/01/2017,05:23:20,1000,Finished Payment
505,Product A,Female,Location 4,Region 7,21950,31/12/2019,09:57:49,5000,Finished Payment
506,Product C,Male,Location 34,Region 6,15300,10/09/2016,08:13:25,1000,Finished Payment
507,Product B,Female,Location 53,Region 6,16300,23/08/2018,23:06:08,2200,Finished Payment
508,Product B,Male,Location 66,Region 6,16300,11/09/2018,00:45:01,2200,Finished Payment
509,Product A,Male,Location 79,Region 4,21950,28/02/2020,01:15:18,5000,Finished Payment
510,Product B,Male,Location 91,Region 4,16300,19/04/2019,03:16:33,2200,Finished Payment
511,Product B,Male,Location 160,Region 2,16300,20/12/2018,10:55:50,2200,Finished Payment
512,Product B,Male,Location 25,Region 4,16300,16/03/2019,07:04:26,2200,Finished Payment
513,Product C,Male,Location 34,Region 5,15300,27/04/2016,08:58:34,1000,
514,Product B,Female,Location 410,Region 3,16300,19/11/2018,19:24:29,2200,Finished Payment
515,Product A,Male,Location 62,Region 1,21950,12/05/2020,06:36:09,5000,Finished Payment
516,Product A,Male,Location 146,Region 6,21950,14/12/2019,09:52:36,5000,Finished Payment
517,Product B,Male,Location 91,Region 4,16300,15/04/2019,14:17:34,2200,Finished Payment
518,Product B,Male,Location 221,Region 1,16300,26/05/2018,22:25:10,2200,Finished Payment
519,Product D,Male,Location 95,Region 6,19950,22/10/2017,12:36:06,2200,Finished Payment
520,Product B,Male,Location 50,Region 2,16300,24/02/2018,13:06:45,2200,Finished Payment
521,Product C,Female,Location 60,Region 3,,02/03/2017,22:26:37,1000,Finished Payment
522,Product B,Male,Location 62,Region 3,16300,28/01/2019,13:59:29,2200,Finished Payment
523,Product C,Female,Location 10,Region 7,15300,27/11/2015,05:30:58,1000,Finished Payment
524,Product A,NotSpecified,Location 265,Region 3,21950,16/01/2020,12:50:36,5000,Finished Payment
525,Product B,Female,Location 9,Region 6,16300,07/05/2018,19:48:39,2200,Finished Payment
526,Product B,Male,Location 40,Region 4,16300,11/01/2019,21:42:37,2200,Finished Payment
527,Product C,NotSpecified,Location 62,Region 6,15300,05/07/2016,04:56:28,1000,Finished Payment
528,Product C,Female,Location 44,Region 8,15300,04/12/2016,23:39:32,1000,Finished Payment
529,Product B,Male,Location 111,Region 3,16300,07/03/2018,01:40:43,2200,Finished Payment
530,Product C,Male,Location 34,Region 6,15300,31/01/2017,04:29:44,1000,Finished Payment
531,Product A,Male,Location 23,Region 6,21950,16/08/2019,05:29:27,5000,Finished Payment
532,Product B,Male,Location 2,Region 6,16300,15/02/2018,16:10:32,2200,Finished Payment
533,Product D,Male,Location 569,Region 15,19950,19/09/2017,21:05:21,2200,Finished Payment
534,Product C,Female,Location 157,Region 5,15300,28/11/2016,01:48:53,1000,Finished Payment
535,Product E,NotSpecified,Location 84,Region 3,54325,20/03/2020,00:53:21,8000,Finished Payment
536,Product B,NotSpecified,Location 3,Region 3,16300,01/03/2019,18:28:30,2200,Finished Payment
537,Product A,Male,Location 648,Region 7,21950,09/08/2019,22:51:15,5000,Finished Payment
538,Product C,Male,Location 144,Region 9,15300,28/05/2016,04:33:00,1000,Finished Payment
539,Product D,NotSpecified,Location 30,Region 8,19950,09/08/2017,12:30:03,2200,
540,Product D,Male,Location 37,Region 3,19950,10/12/2017,01:39:14,2200,Finished Payment
541,Product C,Male,Location 50,Region 6,15300,13/01/2017,21:29:35,1000,Finished Payment
542,Product B,Male,Location 19,Region 4,16300,16/05/2019,11:16:19,2200,Finished Payment
543,Product B,Male,Location 10,Region 6,16300,11/12/2018,15:51:41,2200,
544,Product B,Female,Location 146,Region 3,16300,07/02/2018,22:51:51,2200,Finished Payment
545,Product A,Male,Location 2,Region 1,21950,28/05/2019,11:18:10,5000,Finished Payment
546,Product C,Male,Location 40,Region 1,15300,19/04/2017,20:04:22,1000,Finished Payment
547,Product A,NotSpecified,Location 34,Region 7,21950,27/06/2019,23:10:36,5000,Finished Payment
548,Product D,Female,Location 78,Region 2,19950,22/08/2017,05:23:20,2200,Finished Payment
549,Product C,NotSpecified,Location 53,Region 6,15300,30/12/2016,09:57:49,1000,Finished Payment
550,Product B,Male,Location 30,Region 2,16300,08/02/2019,08:13:25,2200,Finished Payment
551,Product A,NotSpecified,Location 89,Region 4,21950,06/08/2019,23:06:08,5000,Finished Payment
552,Product A,Male,Location 165,Region 6,21950,28/07/2019,00:45:01,5000,Finished Payment
553,Product D,Female,Location 22,Region 3,19950,15/08/2017,01:15:18,2200,Finished Payment
554,Product B,Male,Location 651,Region 7,16300,03/04/2019,03:16:33,2200,Finished Payment
555,Product D,Male,Location 20,Region 3,19950,07/06/2017,10:55:50,2200,Finished Payment
556,Product A,Male,Location 19,Region 3,21950,02/07/2019,07:04:26,5000,Finished Payment
557,Product D,Female,Location 13,Region 17,19950,18/10/2017,08:58:34,2200,Finished Payment
558,Product D,Male,Location 13,Region 2,19950,26/11/2017,19:24:29,2200,Finished Payment
559,Product B,NotSpecified,Location 266,Region 1,16300,06/01/2019,06:36:09,2200,Finished Payment
560,Product C,Female,Location 266,Region 1,15300,19/03/2017,09:52:36,1000,Finished Payment
561,Product B,Male,Location 39,Region 6,16300,25/01/2019,14:17:34,2200,Finished Payment
562,Product C,Male,Location 88,Region 6,15300,18/04/2017,22:25:10,1000,Finished Payment
563,Product B,Female,Location 77,Region 3,16300,16/10/2018,12:36:06,2200,Finished Payment
564,Product B,NotSpecified,Location 200,Region 3,16300,12/05/2018,13:06:45,2200,Finished Payment
565,Product D,Female,Location 34,Region 6,19950,25/05/2017,22:26:37,2200,Finished Payment
566,Product B,Female,Location 158,Region 6,16300,18/12/2018,13:59:29,2200,Finished Payment
567,Product A,Female,Location 20,Region 6,21950,05/06/2019,05:30:58,5000,Finished Payment
568,Product A,Female,Location 336,Region 14,21950,06/06/2020,12:50:36,5000,Finished Payment
569,Product E,Male,Location 72,Region 3,54325,29/10/2019,19:48:39,8000,Finished Payment
570,Product B,Male,Location 463,Region 3,16300,03/07/2018,21:42:37,2200,Finished Payment
571,Product D,Male,Location 253,Region 1,,15/11/2017,04:56:28,2200,Finished Payment
572,Product A,Male,Location 5,Region 1,21950,11/06/2019,23:39:32,5000,Finished Payment
573,Product D,Male,Location 431,Region 2,19950,21/04/2017,01:40:43,2200,Finished Payment
574,Product C,Male,Location 73,Region 6,15300,13/02/2017,04:29:44,1000,Finished Payment
575,Product C,Male,Location 64,Region 2,15300,05/03/2017,05:29:27,1000,Finished Payment
576,Product B,Male,Location 45,Region 1,16300,14/04/2018,16:10:32,2200,Finished Payment
577,Product D,Female,Location 113,Region 6,19950,08/09/2017,21:05:21,2200,Finished Payment
578,Product B,Male,Location 39,Region 6,16300,03/10/2018,01:48:53,2200,Finished Payment
579,Product C,Female,Location 515,Region 6,15300,06/09/2016,00:53:21,1000,Finished Payment
580,Product D,Male,Location 323,Region 6,19950,20/09/2017,18:28:30,2200,Finished Payment
581,Product C,Female,Location 22,Region 6,15300,26/08/2016,22:51:15,1000,Finished Payment
582,Product B,Female,Location 226,Region 6,16300,16/01/2019,04:33:00,2200,Finished Payment
583,Product A,Female,Location 26,Region 3,21950,19/02/2020,12:30:03,5000,
584,Product C,Male,Location 26,Region 1,15300,20/01/2017,01:39:14,1000,Finished Payment
585,Product A,NotSpecified,Location 22,Region 2,21950,04/08/2019,21:29:35,5000,Finished Payment
586,Product A,Male,Location 94,Region 6,21950,31/01/2020,11:16:19,5000,Finished Payment
587,Product A,Male,Location 69,Region 3,18950,23/11/2019,15:51:41,1000,Finished Payment
588,Product C,Female,Location 135,Region 6,15300,02/12/2016,22:51:51,1000,Finished Payment
589,Product C,Female,Location 233,Region 6,15300,15/03/2016,11:18:10,1000,Finished Payment
590,Product B,Male,Location 94,Region 6,16300,27/03/2019,20:04:22,2200,Finished Payment
591,Product A,Male,Location 253,Region 6,18950,05/08/2019,23:10:36,1000,Finished Payment
592,Product B,Male,Location 140,Region 2,16300,07/05/2018,05:23:20,2200,Finished Payment
593,Product B,Male,Location 39,Region 2,16300,21/04/2019,09:57:49,2200,Finished Payment
594,Product D,Male,Location 26,Region 6,19950,23/09/2017,08:13:25,2200,Finished Payment
595,Product A,Male,Location 515,Region 6,21950,18/10/2019,23:06:08,5000,Finished Payment
596,Product B,Male,Location 110,Region 1,16300,28/05/2018,00:45:01,2200,Finished Payment
597,Product A,Female,Location 127,Region 2,18950,10/12/2019,01:15:18,1000,Finished Payment
598,Product C,Male,Location 73,Region 6,15300,30/11/2016,03:16:33,1000,Finished Payment
599,Product B,Male,Location 95,Region 3,16300,21/08/2018,10:55:50,2200,Finished Payment
600,Product A,Female,Location 202,Region 7,21950,17/12/2019,07:04:26,5000,Finished Payment
601,Product D,Male,Location 140,Region 1,19950,16/04/2017,08:58:34,2200,Finished Payment
602,Product D,Male,Location 634,Region 2,19950,23/12/2017,19:24:29,2200,Finished Payment
603,Product B,Female,Location 25,Region 2,16300,30/04/2019,06:36:09,2200,Finished Payment
604,Product A,Female,Location 6,Region 3,18950,13/01/2020,09:52:36,1000,Finished Payment
605,Product D,Male,Location 25,Region 12,19950,14/12/2017,14:17:34,2200,Finished Payment
606,Product A,Male,Location 53,Region 2,20450,25/09/2019,22:25:10,3000,Finished Payment
607,Product C,Male,Location 69,Region 3,15300,08/02/2017,12:36:06,1000,Finished Payment
608,Product C,Male,Location 138,Region 3,15300,12/02/2017,13:06:45,1000,Finished Payment
609,Product B,Male,Location 86,Region 6,16300,01/02/2018,22:26:37,2200,Finished Payment
610,Product B,Female,Location 62,Region 3,16300,07/06/2018,13:59:29,2200,Finished Payment
611,Product D,Male,Location 67,Region 1,19950,30/03/2017,05:30:58,2200,Finished Payment
612,Product A,Male,Location 6,Region 1,21950,17/07/2019,12:50:36,5000,Finished Payment
613,Product D,Male,Location 95,Region 8,19950,21/09/2017,19:48:39,2200,Finished Payment
614,Product A,Male,Location 39,Region 14,18950,18/02/2020,21:42:37,1000,Finished Payment
615,Product C,Male,Location 30,Region 6,15300,02/08/2016,04:56:28,1000,Finished Payment
616,Product B,Male,Location 30,Region 3,16300,20/05/2019,23:39:32,2200,Finished Payment
617,Product A,Male,Location 23,Region 3,21950,27/08/2019,01:40:43,5000,Finished Payment
618,Product B,Male,Location 21,Region 2,16300,04/01/2019,04:29:44,2200,Finished Payment
619,Product A,Female,Location 217,Region 2,18950,11/02/2020,05:29:27,1000,Finished Payment
620,Product C,Female,Location 84,Region 7,15300,24/08/2016,16:10:32,1000,Finished Payment
621,Product A,Female,Location 443,Region 6,,07/06/2019,21:05:21,5000,Finished Payment
622,Product C,Female,Location 195,Region 1,15300,16/12/2016,01:48:53,1000,Finished Payment
623,Product B,Male,Location 86,Region 6,16300,17/03/2018,00:53:21,2200,Finished Payment
624,Product C,Male,Location 10,Region 6,15300,12/07/2016,18:28:30,1000,Finished Payment
625,Product B,Female,Location 113,Region 18,16300,21/03/2018,22:51:15,2200,Finished Payment
626,Product A,Male,Location 32,Region 3,21950,21/07/2019,04:33:00,5000,Finished Payment
627,Product A,Female,Location 9,Region 2,21950,05/06/2020,12:30:03,5000,Finished Payment
628,Product B,NotSpecified,Location 627,Region 2,16300,30/11/2018,01:39:14,2200,Finished Payment
629,Product C,Male,Location 19,Region 6,15300,27/12/2016,21:29:35,1000,Finished Payment
630,Product D,Male,Location 11,Region 3,19950,12/10/2017,11:16:19,2200,Finished Payment
631,Product B,NotSpecified,Location 113,Region 1,16300,14/03/2019,15:51:41,2200,Finished Payment
632,Product B,Male,Location 113,Region 2,16300,16/04/2019,22:51:51,2200,Finished Payment
633,Product B,Female,Location 123,Region 6,16300,13/06/2018,11:18:10,2200,
634,Product A,Male,Location 70,Region 6,21950,20/07/2019,20:04:22,5000,Finished Payment
635,Product B,Male,Location 158,Region 3,16300,16/04/2019,23:10:36,2200,Finished Payment
636,Product A,Male,Location 8,Region 2,18950,30/04/2020,05:23:20,1000,Finished Payment
637,Product B,Male,Location 23,Region 6,16300,13/04/2018,09:57:49,2200,Finished Payment
638,Product B,Male,Location 1,Region 7,16300,23/03/2018,08:13:25,2200,Finished Payment
639,Product C,Female,Location 528,Region 2,15300,05/10/2016,23:06:08,1000,Finished Payment
640,Product C,Female,Location 44,Region 6,15300,27/09/2016,00:45:01,1000,Finished Payment
641,Product B,Male,Location 357,Region 2,16300,09/01/2019,01:15:18,2200,Finished Payment
642,Product B,NotSpecified,Location 187,Region 4,16300,30/01/2019,03:16:33,2200,Finished Payment
643,Product D,Female,Location 17,Region 1,19950,22/04/2017,10:55:50,2200,Finished Payment
644,Product D,Male,Location 22,Region 6,19950,15/08/2017,07:04:26,2200,Finished Payment
645,Product D,Female,Location 46,Region 4,19950,24/08/2017,08:58:34,2200,Finished Payment
646,Product B,Female,Location 350,Region 6,16300,29/04/2018,19:24:29,2200,Finished Payment
647,Product D,Male,Location 45,Region 1,19950,03/05/2017,06:36:09,2200,Finished Payment
648,Product B,Male,Location 111,Region 15,16300,26/02/2018,09:52:36,2200,Finished Payment
649,Product D,Male,Location 27,Region 7,19950,20/06/2017,14:17:34,2200,Finished Payment
650,Product B,Female,Location 59,Region 2,16300,28/06/2018,22:25:10,2200,Finished Payment
651,Product B,Female,Location 2,Region 3,16300,30/03/2019,12:36:06,2200,Finished Payment
652,Product C,Female,Location 9,Region 2,15300,14/03/2017,13:06:45,1000,Finished Payment
653,Product B,Female,Location 22,Region 6,16300,19/01/2019,22:26:37,2200,Finished Payment
654,Product D,Male,Location 6,Region 2,19950,07/12/2017,13:59:29,2200,Finished Payment
655,Product B,Male,Location 59,Region 2,16300,24/11/2018,05:30:58,2200,Finished Payment
656,Product B,Male,Location 44,Region 3,16300,15/02/2019,12:50:36,2200,Finished Payment
657,Product A,Male,Location 91,Region 1,21950,26/07/2019,19:48:39,5000,Finished Payment
658,Product D,Female,Location 11,Region 1,19950,11/04/2017,21:42:37,2200,Finished Payment
659,Product B,Male,Location 188,Region 4,16300,07/04/2018,04:56:28,2200,Finished Payment
